event_date,event_type,bin,address,bbl,record_id,category_or_type,origin,ref_311,severity,status_or_disposition,amount,penalty_imposed,penalty_paid,balance_due,respondent_or_owner,description,inspector_comments,source_table
2025-10-10,safety_violation,1037552,235 E 42 ST,1013160023,VIO-FTC-VT-PER-202412-0004976,Elevators (FTC-VT-PER-CO),dob_program,,,Active,,,,,,,,dob_safety_violations
2025-10-10,safety_violation,1037552,235 E 42 ST,1013160023,VIO-FTC-VT-PER-202412-0004977,Elevators (FTC-VT-PER-CO),dob_program,,,Active,,,,,,,,dob_safety_violations
2025-10-10,safety_violation,1037552,235 E 42 ST,1013160023,VIO-FTC-VT-PER-202412-0007434,Elevators (FTC-VT-PER-CO),dob_program,,,Active,,,,,,,,dob_safety_violations
2025-10-14,complaint,1037551,219 E 42 ST,1013160012,1707024,91 SITE CONDITIONS ENDANGERING WORKERS,agency,,A,10/20/2025 - L2 - STOP WORK ORDER FULLY RESCINDED,,,,,,"SSM JOHN CAMPBELL # 2249, REPORTED THAT A WORKER GOT INJURED URING CONCRETE POURING OPERATION. WORKER WALKED TO NEARBY CITY MD","At time of re-inspection, means and method for safe concrete operations and concrete equipment check list was provided. PSWO fully rescind. Concrete operations may resume",open_data+bis_scrape
2025-10-14,ecb_violation,1037551,219 E 42 ST,1013160012,39545961M,Construction,dob_enforcement,,CLASS - 1,RESOLVE,,10000.0,0.0,10000.0,219 GC LLC,INCIDENT OCCURRED FOR FAILURE TO INSTITUTE SAFETY MEASURES AND RESPONDENT DIDN'T PERFORM CONCRETE HOSE PROPER INSPECTION PRIOR EACH USE. HOSE IN USE HAD PREVIOUSLY MARKS OF DAMAGE (DEFECTIVE) IN CONTRARY WITH B,,ecb_violations
2025-10-20,work_permit_issued,1037551,219 E 42 ST,1013160012,M01060280-I1-GC,General Construction (Renewal Permit Without Changes),applicant,,,Signed-off,300000.0,,,,219 GC LLC,General demolition as shown on the plans.,,permits
2025-10-24,work_permit_issued,1037552,235 E 42 ST,1013160023,M01075133-S4-EW-SD,Standpipe (Initial Permit),applicant,,,Permit Issued,2000000.0,,,,235 GC LLC,Sprinkler/standpipe work associated with conversion of existing building to residential use.,,permits
2025-10-24,work_permit_issued,1037552,235 E 42 ST,1013160023,M01075133-S4-EW-SD,Sprinklers (Initial Permit),applicant,,,Permit Issued,2000000.0,,,,235 GC LLC,Sprinkler/standpipe work associated with conversion of existing building to residential use.,,permits
2025-10-24,work_permit_issued,1037552,235 E 42 ST,1013160023,M01075133-S4-EW-SP,Standpipe (Initial Permit),applicant,,,Permit Issued,2000000.0,,,,235 GC LLC,Sprinkler/standpipe work associated with conversion of existing building to residential use.,,permits
2025-10-24,work_permit_issued,1037552,235 E 42 ST,1013160023,M01075133-S4-EW-SP,Sprinklers (Initial Permit),applicant,,,Permit Issued,2000000.0,,,,235 GC LLC,Sprinkler/standpipe work associated with conversion of existing building to residential use.,,permits
2025-11-03,complaint,1037552,235 E 42 ST,1013160023,1709087,91 SITE CONDITIONS ENDANGERING WORKERS,agency,,A,11/03/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,SSM REPORTED WORKER SUFFERED INJURY DUTING EXCAVATION OPERATIONS- AMBULANCE HAS BEEN CALLED FOR TRANSPORT,"At time of inspection in response to an incident where a worker finger got injured during equipment handling ambulance was called , inspection reveal incident as worker error no action necessary",open_data+bis_scrape
2025-11-03,complaint,1037552,235 E 42 ST,1013160023,1709134,83 CONSTRUCTION - CONTRARY/BEYOND APPROVED PLANS/PERMITS,agency,,B,11/21/2025 - L2 - STOP WORK ORDER FULLY RESCINDED,,,,,,WORK DOES NOT CONFORM TO APPROVED DOCUMENTS,Permitted to use all mechanical equipment. Amended SSP provided showing all mechanical equipment to be used at cellar level.,open_data+bis_scrape
2025-11-03,ecb_violation,1037552,235 E 42 ST,1013160023,39546629P,Construction,dob_enforcement,,CLASS - 1,RESOLVE / IN VIOLATION,,2500.0,0.0,2500.0,235 GC LLC,AT TIME OF INSPECTION OF A BUILDING UNDER DEMOLITION AND EXCAVATION AT CELLER LEVEL I OBSERVED MECHANICAL EQUIPMENT ON SITE USED FOR OPERATION UPON REVIEWING THE SITE SAFETY PLAN TO VERIFY COMPLIANCE AND LOCATI,,ecb_violations
2025-11-04,permit_job_filed,1037552,235 E 42 ST,1013160023,M01232615-P2,Alteration,applicant,,,Approved,0.0,,,,235 GC LLC,Alteration filing; initial cost $0; dwelling units nan -> nan; approved 2025-11-18; first permit -; signoff -,,permits_now
2025-11-10,permit_job_filed,1037551,219 E 42 ST,1013160012,M01089006-P3,Alteration,applicant,,,Approved,1000.0,,,,JEM CONTRACTING CORP,"Alteration filing; initial cost $1,000; dwelling units 0 -> 0; approved 2025-11-10; first permit -; signoff -",,permits_now
2025-11-17,complaint,1037551,219 E 42 ST,1013160012,1710407,91 SITE CONDITIONS ENDANGERING WORKERS,311,311-25218071,A,11/18/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,its a deep excavation without protection.,"At an active construction work at cellar level on northwest side, approximately 4 to 5 feet deep the earth materials are rock, control access zone and guard rails in place additional to egress. The property on existing partial stop work order at exposure 3. no unsafe conditions and no action for this complaint.",open_data+bis_scrape
2025-11-17,permit_job_filed,1037552,235 E 42 ST,1013160023,M01075133-S5,Alteration CO,applicant,,,Permit Entire,5000.0,,,,235 GC LLC,"Alteration CO filing; initial cost $5,000; dwelling units 0 -> 927; approved -; first permit 2025-11-19; signoff -",,permits_now
2025-11-19,work_permit_issued,1037552,235 E 42 ST,1013160023,M01075133-S5-PMM,Protection and Mechanical Methods (Initial Permit),applicant,,,Permit Issued,5000.0,,,,235 GC LLC,USE OF MECHANICAL EQUIPMENT FOR PLUMBING TRENCHES (FILED SEPARATELY) AS PER PLANS.,,permits
2025-11-21,permit_job_filed,1037552,235 E 42 ST,1013160023,M01322582-I1,Alteration,applicant,,,Approved,0.0,,,,235 GC LLC,Alteration filing; initial cost $0; dwelling units nan -> nan; approved 2025-11-21; first permit -; signoff -,,permits_now
2025-12-06,complaint,1037551,219 E 42 ST,1013160012,1711921,8A CONSTRUCTION SAFETY COMPLIANCE ACTION,agency,,D,12/06/2025 - A8 - ECB VIOLATION SERVED,,,,,,FAILURE TO PROVIDE AND MAINTAIN ACTIVE WATCHPERSON ON SITE,"ATOI of an 30-story NB approx. 29,328 Sq Ft. footprint, No ongoing construction activity. I observed watchpersons on site, upon request for proof of FDNY watchperson certificate and at least 10 hours OSHA card as required by code 3303.3 to verify compliance, none was provided. Creating a fire and safety hazard.",open_data+bis_scrape
2025-12-06,ecb_violation,1037551,219 E 42 ST,1013160012,39547660H,Unknown,dob_enforcement,,CLASS - 2,ACTIVE / PENDING,,2500.0,0.0,2500.0,219 GC LLC,"ATOI OF AN 30-STORY NB APPROX. 29,328 SQ FT. FOOTPRINT, NO ONGOING CONSTRUCTION ACTIVITY. I OBSERVED WATCHPERSONS ON SITE, UPON REQUEST FOR PROOF OF FDNY WATCHPERSON CERTIFICATE AND AT LEAST 10 HOURS OSHA CARD",,ecb_violations
2025-12-08,work_permit_issued,1037551,219 E 42 ST,1013160012,M01126216-I1-PMM,Protection and Mechanical Methods (Renewal Permit Without Changes),applicant,,,Permit Issued,12000.0,,,,219 GC LLC,"INSTALLATION OF TEMPORARY ROOF PROTECTION OVER ADJACENT PROPERTY AS PER PLANS. ROOF PROTECTION SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION",,permits
2025-12-08,work_permit_issued,1037552,235 E 42 ST,1013160023,M01126217-I1-PMM,Protection and Mechanical Methods (Renewal Permit Without Changes),applicant,,,Permit Issued,8000.0,,,,235 GC LLC,"INSTALLATION OF TEMPORARY ROOF PROTECTION OVER ADJACENT PROPERTY AS PER PLANS. ROOF PROTECTION SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION",,permits
2025-12-11,complaint,1037552,235 E 42 ST,1013160023,1712334,91 SITE CONDITIONS ENDANGERING WORKERS,agency,,A,02/10/2026 - AF - CLASS 1 CONDITION RESOLVED,,,,,,SSM# 1542 REPORTED WORKER FELL FROM LADDER,"AF. Violation #39547877Z Class 1 Re-inspection conducted for incident involving worker fall from platform ladder. Ladder condition removed. Construction Superintendent provided incident report, toolbox talk documentation, and ladder safety traininglog sheets. Condition resolved.",open_data+bis_scrape
2025-12-11,ecb_violation,1037552,235 E 42 ST,1013160023,39547877Z,Unknown,dob_enforcement,,CLASS - 1,RESOLVE,,2500.0,0.0,2500.0,235 GC LLC,RESPONDING TO AN INCIDENT WHERE A WORKER FELL 6 FEET FROM A PLATFORM LADDER WHILE DISMANTLING A CRANE TIMBERLAND DERRICK. INSPECTION REVEALED THAT THE LADDER WAS NOT ON A FLAT AND LEVEL SURFACE OR FULL OPENED A,,ecb_violations
2025-12-11,work_permit_issued,1037551,219 E 42 ST,1013160012,M01089006-S2-SF,Supported Scaffold (Renewal Permit Without Changes),applicant,,,Permit Issued,1000.0,,,,JEM CONTRACTING CORP,Supported Scaffold installation as per plans filed herewith.,,permits
2025-12-23,complaint,1037552,235 E 42 ST,1013160023,1713148,7F CSE - TRACKING COMPLIANCE,agency,,D,12/23/2025 - A8 - ECB VIOLATION SERVED,,,,,,GENERAL CONTRACTOR FAILED TO FILE INCIDENT REPORT WITH THE DEPARTMENT AS REQUIRED WITHIN 3 BUISSNESS DAYS OF INCIDENT OCCURING 12/11/2025 UNDER COMPLAINT# 1712334,"Note At the time of inspection, a review of department records indicated that the permit holder failed to notify the DOB of an incident within 3 business days via electronic portal, as required by 28-103.21.1. The incident occurred on 12112025 were a worker fell 6 Feet from a platform ladder while dismantling a Crane Timberland Derrick.",open_data+bis_scrape
2025-12-23,ecb_violation,1037552,235 E 42 ST,1013160023,39548407Z,Unknown,dob_enforcement,,CLASS - 1,RESOLVE,,10000.0,0.0,10000.0,235 GC LLC,"NOTE: AT THE TIME OF INSPECTION, A REVIEW OF DEPARTMENT RECORDS INDICATED THAT THE PERMIT HOLDER FAILED TO NOTIFY THE DOB OF AN INCIDENT WITHIN (3) BUSINESS DAYS VIA ELECTRONIC PORTAL, AS REQUIRED BY 28-103.21.",,ecb_violations
2025-12-26,work_permit_issued,1037551,219 E 42 ST,1013160012,M01075131-I1-GC,General Construction (Renewal Permit Without Changes),applicant,,,Permit Issued,96400000.0,,,,219 GC LLC,Application filed for the conversion and enlargement of existing building.,,permits
2025-12-29,work_permit_issued,1037552,235 E 42 ST,1013160023,M01075133-I1-GC,General Construction (Renewal Permit Without Changes),applicant,,,Permit Issued,98700000.0,,,,235 GC LLC,Conversion of existing commercial office building to residential,,permits
2026-01-23,permit_job_filed,1037551,219 E 42 ST,1013160012,M01075131-P9,ALT-CO - New Building with Existing Elements to Remain,applicant,,,Approved,1000.0,,,,219 GC LLC,"ALT-CO - New Building with Existing Elements to Remain filing; initial cost $1,000; dwelling units 0 -> 481; approved 2026-02-04; first permit -; signoff -",,permits_now
2026-02-03,complaint,1037551,219 E 42 ST,1013160012,1715992,8A CONSTRUCTION SAFETY COMPLIANCE ACTION,agency,,D,02/05/2026 - L2 - STOP WORK ORDER FULLY RESCINDED,,,,,,MISSING GUARDRAIL- INTERIOR COURTYARD AT 10TH FLOOR SETBACK,"At time of reinspection, previously cited condition has been corrected. Guardrails installed and secured. Toolbox talk conducted on safety procedures and means and methods. No unsafe conditions observed. OK to rescind PSWO.",open_data+bis_scrape
2026-02-03,ecb_violation,1037551,219 E 42 ST,1013160012,39549900R,Construction,dob_enforcement,,CLASS - 1,ACTIVE / PENDING,,5000.0,0.0,5000.0,NORTHEAST SPECIALIST GROU,"AT THE TIME OF INSPECTION OF ONGOING ALTERATION WORK AT A 30 STORY BUILDING, THE INTERIOR COURTYARD LOCATED AT THE 10TH FLOOR SETBACK WAS OBSERVED WITHOUT THE REQUIRED GUARDRAILS. THE ABSENCE OF GUARDRAILS AT T",,ecb_violations
2026-02-17,permit_job_filed,1037552,235 E 42 ST,1013160023,M01075133-P4,Alteration CO,applicant,,,Approved,98700000.0,,,,235 GC LLC,"Alteration CO filing; initial cost $98,700,000; dwelling units 0 -> 927; approved 2026-02-20; first permit -; signoff -",,permits_now
2026-02-27,permit_job_filed,1037552,235 E 42 ST,1013160023,M01359681-I1,Alteration,applicant,,,Permit Entire,20000.0,,,,235 GC LLC,"Alteration filing; initial cost $20,000; dwelling units 0 -> 0; approved 2026-02-27; first permit 2026-04-21; signoff -",,permits_now
2026-03-05,permit_job_filed,1037552,235 E 42 ST,1013160023,M01368131-I1,Alteration,applicant,,,Permit Entire,0.0,,,,235 GC LLC,Alteration filing; initial cost $0; dwelling units nan -> nan; approved 2026-03-10; first permit 2026-03-10; signoff -,,permits_now
2026-03-06,permit_job_filed,1037552,235 E 42 ST,1013160023,M01232615-P3,Alteration,applicant,,,Approved,0.0,,,,235 GC LLC,Alteration filing; initial cost $0; dwelling units nan -> nan; approved 2026-03-12; first permit -; signoff -,,permits_now
2026-03-10,work_permit_issued,1037552,235 E 42 ST,1013160023,M01368131-I1-SC,Suspended Scaffold (Initial Permit),applicant,,,Permit Issued,0.0,,,,235 GC LLC,Installation of outrigger for facade repair & inspection.,,permits
2026-03-11,work_permit_issued,1037552,235 E 42 ST,1013160023,M01075133-I1-GC,General Construction (Renewal Permit with Changes),applicant,,,Permit Issued,98700000.0,,,,235 GC LLC,Conversion of existing commercial office building to residential,,permits
2026-03-17,safety_violation,1037551,219 E 42 ST,1013160012,VIO-FTC-AEU-HAZ-202603-0030738,AEUHAZ (FTC-AEU-HAZ),dob_program,,,Active,,,,,,,,dob_safety_violations
2026-03-17,safety_violation,1037551,219 E 42 ST,1013160012,VIO-FTC-AEU-HAZ-202603-0030739,AEUHAZ (FTC-AEU-HAZ),dob_program,,,Active,,,,,,,,dob_safety_violations
2026-03-17,safety_violation,1037551,219 E 42 ST,1013160012,VIO-FTC-AEU-HAZ-202603-0030740,AEUHAZ (FTC-AEU-HAZ),dob_program,,,Active,,,,,,,,dob_safety_violations
2026-03-17,safety_violation,1037551,219 E 42 ST,1013160012,VIO-FTC-AEU-HAZ-202603-0030752,AEUHAZ (FTC-AEU-HAZ),dob_program,,,Active,,,,,,,,dob_safety_violations
2026-03-17,safety_violation,1037551,219 E 42 ST,1013160012,VIO-FTC-AEU-HAZ-202603-0032473,AEUHAZ (FTC-AEU-HAZ),dob_program,,,Active,,,,,,,,dob_safety_violations
2026-03-19,permit_job_filed,1037551,219 E 42 ST,1013160012,M01370360-I1,Alteration,applicant,,,Approved,20000.0,,,,219 GC LLC,"Alteration filing; initial cost $20,000; dwelling units 0 -> 0; approved 2026-03-20; first permit -; signoff -",,permits_now
2026-03-19,work_permit_issued,1037551,219 E 42 ST,1013160012,M01123510-I1-SH,Sidewalk Shed (Renewal Permit Without Changes),applicant,,,Permit Issued,21000.0,,,,219 GC LLC,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. PART OF SHED WILL BE INSTALLED ON ROADWAY. SHED SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION",,permits
2026-03-24,complaint,1037552,235 E 42 ST,1013160023,1720401,10 DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,311,311-26901607,A,03/24/2026 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,worker at this building is blowing material off of the roofof this 50 story building with a leaf blower. Caller has a video ofthe incident if needed.,I-2 NO CONSTRUCTION ACTIVITY AT TIME OF INSPECTION. NO WORKERS WERE WITNESSED THROWING OBJECTS OFF THE ROOF. SITE IS CURRENTLY CLOSED FOR THE EVENING,open_data+bis_scrape
2026-03-26,work_permit_issued,1037551,219 E 42 ST,1013160012,M01075131-I1-GC,General Construction (Renewal Permit with Changes),applicant,,,Permit Issued,96400000.0,,,,219 GC LLC,Application filed for the conversion and enlargement of existing building.,,permits
2026-03-27,work_permit_issued,1037551,219 E 42 ST,1013160012,M01089006-S2-SF,Supported Scaffold (Renewal Permit Without Changes),applicant,,,Permit Issued,1000.0,,,,JEM CONTRACTING CORP,Supported Scaffold installation as per plans filed herewith.,,permits
2026-04-10,complaint,1037552,235 E 42 ST,1013160023,1722126,12 DEMOLITION - UNSAFE/ILLEGAL/MECHANICAL DEMO,311,311-27096092,A,04/11/2026 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,Want to report unsafe building demolition. Debris is fallingfrom high heights.,I2- AT TIME OF INSPECTION NO FALLING DEBRIS WAS OBSERVED. SITE WORKING UNDER ACTIVE AHV M7690300.,open_data+bis_scrape
2026-04-16,complaint,1037551,219 E 42 ST,1013160012,1722641,05 PERMIT - NONE (BUILDING/ PA/ DEMO ETC.),311,311-27163016,B,04/20/2026 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,Was a commercial property but newly construction for aresidential property. Caller states that the work permits are expired.Permits are expired from 2024-2025,"ATOI PERMIT#M01075131-I|-GC EXPIRES ON 06/10/2026 FOR NB,PERMITM01153026-II-EL EXPIRES ON 06/30/2026 GENERAL WIRING,PERMIT #M01123510-I1-SH EXPIRES ON 06/17/2026 POSTED ON THE BULLETIN BOARD AT EXPOSURE#3.",open_data+bis_scrape
2026-04-20,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S6-ST,Structural (Renewal Permit Without Changes),applicant,,,Permit Issued,100000.0,,,,235 GC LLC,Structural work as shown for partial demolition.,,permits
2026-04-21,complaint,1037551,219 E 42 ST,1013160012,1723097,7G CSE - SWEEP,agency,,D,04/23/2026 - A8 - ECB VIOLATION SERVED,,,,,,SWEEP,During my inspection of a 30 story new building with existing elements to remain. I observed multiple workers on multiple floors performing work. The superintendent of record was not present and the superintendent log book had not been signed by the super for more than 3 weeks. Provide and maintain an alternate superintendent. Comply with code 3301.13.5,open_data+bis_scrape
2026-04-21,complaint,1037552,235 E 42 ST,1013160023,1723098,7G CSE - SWEEP,agency,,D,04/24/2026 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,SWEEP,"At the time of inspection the logs are maintained, housekeeping is maintained. No unsafe conditions observed. No action necessary.",open_data+bis_scrape
2026-04-21,ecb_violation,1037551,219 E 42 ST,1013160012,39553402X,Construction,dob_enforcement,,,SERVED (per BIS complaint 1723097; past ecb_violations cutoff),,,,,,SWEEP,,bis_scrape (ecb_violation reference)
2026-04-21,work_permit_issued,1037552,235 E 42 ST,1013160023,M01359681-I1-GC,General Construction (Initial Permit),applicant,,,Permit Issued,20000.0,,,,235 GC LLC,THIS APPLICATION IS FILED FOR A TEMPORARY USE PERMIT FOR A SALES OFFICE INCLUDING MODEL APARTMENTS PURSUANT TO SECTION AC 28-111 AND BUILDINGS BULLETIN 2010-002.,,permits
2026-04-28,permit_job_filed,1037552,235 E 42 ST,1013160023,M01075133-P5,Alteration CO,applicant,,,Approved,2000000.0,,,,235 GC LLC,"Alteration CO filing; initial cost $2,000,000; dwelling units 0 -> 927; approved 2026-05-13; first permit -; signoff -",,permits_now
2026-05-08,complaint,1037551,219 E 42 ST,1013160012,1724734,21 SAFETY NET/GUARD RAIL - DAM/INADEQ/NONE(OVER 6 STY/75 FT),311,311-27410184,B,05/11/2026 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,"these construction workers are rude nasty and its very dangerous for the children school that is right across the street , an equipment fell off the building off a high floor and hit someone while they were walking","During MY inspection, the Site Safety Manager and Construction Superintendent were both present and in full possession of all required paperwork. The establishment of a Controlled Access Zone for ongoing window installations was in place. No unsafe condition observed. no enforcement action is required.",open_data+bis_scrape
2026-05-11,complaint,1037551,219 E 42 ST,1013160012,1724937,8A CONSTRUCTION SAFETY COMPLIANCE ACTION,agency,,D,05/13/2026 - A8 - ECB VIOLATION SERVED,,,,,,"DEBRIS OBSERVED @ EXP 1 FLOOR OPENINGS 8 & 9 FLOOR, ANDDEBRIS AT SUPPORTED SCAFFOLD PLATFORMS EXP 3. FLOOR 2, 3 AND GROUND",Debris found along flooropening edges at Exp.1 on the 8th 9th floors and on the PScaffold platform. Materials pose windborne risk and create a tripping hazard for workers using the PScaffold. VI-1,open_data+bis_scrape
2026-05-11,ecb_violation,1037551,219 E 42 ST,1013160012,39553967N,Construction,dob_enforcement,,,SERVED (per BIS complaint 1724937; past ecb_violations cutoff),,,,,,"DEBRIS OBSERVED @ EXP 1 FLOOR OPENINGS 8 & 9 FLOOR, ANDDEBRIS AT SUPPORTED SCAFFOLD PLATFORMS EXP 3. FLOOR 2, 3 AND GROUND",,bis_scrape (ecb_violation reference)
2026-05-15,complaint,1037552,235 E 42 ST,1013160023,1725459,6M ELEVATOR - MULTIPLE DEVICES ON PROPERTY,311,311-27490563,B,05/19/2026 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,,N/V,open_data+bis_scrape
2026-05-22,permit_job_filed,1037551,219 E 42 ST,1013160012,M01075131-P9,ALT-CO - New Building with Existing Elements to Remain,applicant,,,Approved,1000.0,,,,219 GC LLC,"ALT-CO - New Building with Existing Elements to Remain filing; initial cost $1,000; dwelling units 0 -> 481; approved -; first permit -; signoff -",,permits_now
2026-05-28,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S3-EW-SD,Standpipe (Renewal Permit Without Changes),applicant,,,Permit Issued,25000.0,,,,235 GC LLC,Demolition of sprinkler/standpipe system as shown.,,permits
2026-05-28,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S3-EW-SD,Sprinklers (Renewal Permit Without Changes),applicant,,,Permit Issued,25000.0,,,,235 GC LLC,Demolition of sprinkler/standpipe system as shown.,,permits
2026-05-28,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S3-EW-SP,Standpipe (Renewal Permit Without Changes),applicant,,,Permit Issued,25000.0,,,,235 GC LLC,Demolition of sprinkler/standpipe system as shown.,,permits
2026-05-28,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S3-EW-SP,Sprinklers (Renewal Permit Without Changes),applicant,,,Permit Issued,25000.0,,,,235 GC LLC,Demolition of sprinkler/standpipe system as shown.,,permits
2026-05-29,permit_job_filed,1037552,235 E 42 ST,1013160023,M01407986-I1,Alteration,applicant,,,Permit Entire,0.0,,,,235 GC LLC,Alteration filing; initial cost $0; dwelling units nan -> nan; approved 2026-06-10; first permit 2026-06-11; signoff -,,permits_now
2026-06-01,safety_violation,1037551,219 E 42 ST,1013160012,VIO-FTC-AEU-HAZ-202605-0036760,AEUHAZ (FTC-AEU-HAZ),dob_program,,,Active,,,,,,,,dob_safety_violations
2026-06-03,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S1-MS,Mechanical Systems (Renewal Permit Without Changes),applicant,,,Permit Issued,50000.0,,,,235 GC LLC,Mechanical work as shown on the plans.,,permits
2026-06-05,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S9-FO,Foundation (Initial Permit),applicant,,,Permit Issued,200000.0,,,,235 GC LLC,Foundation work as shown on the plans.,,permits
2026-06-05,work_permit_issued,1037552,235 E 42 ST,1013160023,M01232615-I1-SC,Suspended Scaffold (Renewal Permit Without Changes),applicant,,,Permit Issued,0.0,,,,235 GC LLC,Installation of outrigger for facade repair & inspection. AMEND TO ADD OUTRIGGER LOCATIONS AND TIEBACK DETAILS,,permits
2026-06-08,work_permit_issued,1037551,219 E 42 ST,1013160012,M01075131-S4-EW-SD,Sprinklers (Renewal Permit Without Changes),applicant,,,Permit Issued,1500000.0,,,,219 GC LLC,"New sprinkler/standpipe system for whole building, in conjunction with Alt-CO filing.",,permits
2026-06-08,work_permit_issued,1037551,219 E 42 ST,1013160012,M01075131-S4-EW-SD,Standpipe (Renewal Permit Without Changes),applicant,,,Permit Issued,1500000.0,,,,219 GC LLC,"New sprinkler/standpipe system for whole building, in conjunction with Alt-CO filing.",,permits
2026-06-08,work_permit_issued,1037552,235 E 42 ST,1013160023,M01075133-S1-MS,Mechanical Systems (Renewal Permit Without Changes),applicant,,,Permit Issued,5000000.0,,,,235 GC LLC,Mechanical work associated with conversion of existing commercial building to residential.,,permits
2026-06-08,work_permit_issued,1037552,235 E 42 ST,1013160023,M01075133-S3-ST,Structural (Renewal Permit Without Changes),applicant,,,Permit Issued,4000000.0,,,,235 GC LLC,Structural work as shown on the plans.,,permits
2026-06-10,work_permit_issued,1037551,219 E 42 ST,1013160012,M01075131-S4-EW-SP,Standpipe (Renewal Permit Without Changes),applicant,,,Permit Issued,1500000.0,,,,219 GC LLC,"New sprinkler/standpipe system for whole building, in conjunction with Alt-CO filing.",,permits
2026-06-10,work_permit_issued,1037551,219 E 42 ST,1013160012,M01075131-S4-EW-SP,Sprinklers (Renewal Permit Without Changes),applicant,,,Permit Issued,1500000.0,,,,219 GC LLC,"New sprinkler/standpipe system for whole building, in conjunction with Alt-CO filing.",,permits
2026-06-11,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S1-MS,Mechanical Systems (Renewal Permit Without Changes),applicant,,,Permit Issued,50000.0,,,,235 GC LLC,Mechanical work as shown on the plans.,,permits
2026-06-11,work_permit_issued,1037551,219 E 42 ST,1013160012,M01075131-S1-MS,Mechanical Systems (Renewal Permit Without Changes),applicant,,,Permit Issued,1000.0,,,,219 GC LLC,Mechanical work associated with Alt-CO M01075131-I1,,permits
2026-06-11,work_permit_issued,1037551,219 E 42 ST,1013160012,M01089006-S1-GC,General Construction (Renewal Permit Without Changes),applicant,,,Permit Issued,250000.0,,,,219 GC LLC,General construction work for masonry restoration.,,permits
2026-06-11,work_permit_issued,1037552,235 E 42 ST,1013160023,M01407986-I1-SC,Suspended Scaffold (Initial Permit),applicant,,,Permit Issued,0.0,,,,235 GC LLC,Installation of suspended scaffold for facade repair & inspection.,,permits
2026-06-16,complaint,1037551,219 E 42 ST,1013160012,1728420,91,unknown (BIS not yet scraped),,,2026-06-26 - L2 - Stop Work Order Fully Rescinded,,,,,,,,open_data+bis_scrape
2026-06-17,work_permit_issued,1037551,219 E 42 ST,1013160012,M01075131-S3-ST,Structural (Renewal Permit with Changes),applicant,,,Permit Issued,9200000.0,,,,219 GC LLC,Structural work as shown on the plans.,,permits
2026-06-24,permit_job_filed,1037552,235 E 42 ST,1013160023,M01060633-P1,Alteration,applicant,,,Approved,50000.0,,,,235 GC LLC,"Alteration filing; initial cost $50,000; dwelling units 0 -> 0; approved 2026-06-25; first permit -; signoff -",,permits_now
2026-06-24,work_permit_issued,1037552,235 E 42 ST,1013160023,M01075133-S2-PL,Plumbing (Renewal Permit Without Changes),applicant,,,Permit Issued,6300000.0,,,,235 GC LLC,Plumbing work associated with conversion of existing commercial building to residential.,,permits
2026-06-25,permit_job_filed,1037552,235 E 42 ST,1013160023,M01111022-S1,Alteration,applicant,,,Permit Entire,0.0,,,,Cristina Michaels Construction Mana,Alteration filing; initial cost $0; dwelling units nan -> nan; approved -; first permit 2026-06-26; signoff -,,permits_now
2026-06-26,work_permit_issued,1037552,235 E 42 ST,1013160023,M01111022-S1-SC,Suspended Scaffold (Initial Permit),applicant,,,Permit Issued,0.0,,,,Cristina Michaels Construction Mana,"Suspended Scaffolding as per plans filed herewith. No change in use, egress or occupancy.",,permits
